What is your age?,Where do you live?,Do you own or rent your residence?,Do you have children currently in the school district?,Have you had children attend the school district in the past?,Did you attend this school district?,What gender do you identify with?,"What has drawn you to live in the district? Rank each item on a 1-5 scale, 5 being the highest and 1 being the lowest. Note that if you are on a mobile device you may need to side scroll to rank an item 4 or 5. [Schools]","What has drawn you to live in the district? Rank each item on a 1-5 scale, 5 being the highest and 1 being the lowest. Note that if you are on a mobile device you may need to side scroll to rank an item 4 or 5. [Family lives here]","What has drawn you to live in the district? Rank each item on a 1-5 scale, 5 being the highest and 1 being the lowest. Note that if you are on a mobile device you may need to side scroll to rank an item 4 or 5. [Cost of living]","What has drawn you to live in the district? Rank each item on a 1-5 scale, 5 being the highest and 1 being the lowest. Note that if you are on a mobile device you may need to side scroll to rank an item 4 or 5. [Churches]","What has drawn you to live in the district? Rank each item on a 1-5 scale, 5 being the highest and 1 being the lowest. Note that if you are on a mobile device you may need to side scroll to rank an item 4 or 5. [Small town feel]","What has drawn you to live in the district? Rank each item on a 1-5 scale, 5 being the highest and 1 being the lowest. Note that if you are on a mobile device you may need to side scroll to rank an item 4 or 5. [Friends live here]","What has drawn you to live in the district? Rank each item on a 1-5 scale, 5 being the highest and 1 being the lowest. Note that if you are on a mobile device you may need to side scroll to rank an item 4 or 5. [Work]","What has drawn you to live in the district? Rank each item on a 1-5 scale, 5 being the highest and 1 being the lowest. Note that if you are on a mobile device you may need to side scroll to rank an item 4 or 5. [Community Program and Groups]","What do you see as the biggest challenges in the district community? Rank each item on a 1-5 scale, 5 being the highest and 1 being the lowest. Note that if you are on a mobile device you may need to side scroll to rank an item 4 or 5. [Diversity]","What do you see as the biggest challenges in the district community? Rank each item on a 1-5 scale, 5 being the highest and 1 being the lowest. Note that if you are on a mobile device you may need to side scroll to rank an item 4 or 5. [Schools]","What do you see as the biggest challenges in the district community? Rank each item on a 1-5 scale, 5 being the highest and 1 being the lowest. Note that if you are on a mobile device you may need to side scroll to rank an item 4 or 5. [Cost of Living]","What do you see as the biggest challenges in the district community? Rank each item on a 1-5 scale, 5 being the highest and 1 being the lowest. Note that if you are on a mobile device you may need to side scroll to rank an item 4 or 5. [Churches]","What do you see as the biggest challenges in the district community? Rank each item on a 1-5 scale, 5 being the highest and 1 being the lowest. Note that if you are on a mobile device you may need to side scroll to rank an item 4 or 5. [Lack of local businesses]","What do you see as the biggest challenges in the district community? Rank each item on a 1-5 scale, 5 being the highest and 1 being the lowest. Note that if you are on a mobile device you may need to side scroll to rank an item 4 or 5. [Community Program and Groups]","What is your confidence in the leadership of the governance group in our district? Rank each item on a 1-5 scale, 5 being the highest and 1 being the lowest. Note that if you are on a mobile device you may need to side scroll to rank an item 4 or 5. [Village]","What is your confidence in the leadership of the governance group in our district? Rank each item on a 1-5 scale, 5 being the highest and 1 being the lowest. Note that if you are on a mobile device you may need to side scroll to rank an item 4 or 5. [Township]","What is your confidence in the leadership of the governance group in our district? Rank each item on a 1-5 scale, 5 being the highest and 1 being the lowest. Note that if you are on a mobile device you may need to side scroll to rank an item 4 or 5. [School District]",Do you see this community as one set up for a sustainable future?,Can you provide more details on why you answered yes or no?,"What do you see as values the school district provides?  Rank each item on a 1-5 scale, 5 being the one you most agree with and 1 being the least you agree with. Note that if you are on a mobile device you may need to side scroll to rank an item 4 or 5. [Excellent education for our students]","What do you see as values the school district provides?  Rank each item on a 1-5 scale, 5 being the one you most agree with and 1 being the least you agree with. Note that if you are on a mobile device you may need to side scroll to rank an item 4 or 5. [Preparation for our students’ careers]","What do you see as values the school district provides?  Rank each item on a 1-5 scale, 5 being the one you most agree with and 1 being the least you agree with. Note that if you are on a mobile device you may need to side scroll to rank an item 4 or 5. [Athletic opportunities]","What do you see as values the school district provides?  Rank each item on a 1-5 scale, 5 being the one you most agree with and 1 being the least you agree with. Note that if you are on a mobile device you may need to side scroll to rank an item 4 or 5. [Other extracurricular activities ( arts, band, choir, drama, STEM )]","What do you see as values the school district provides?  Rank each item on a 1-5 scale, 5 being the one you most agree with and 1 being the least you agree with. Note that if you are on a mobile device you may need to side scroll to rank an item 4 or 5. [A positive face for the community]","What do you see as values the school district provides?  Rank each item on a 1-5 scale, 5 being the one you most agree with and 1 being the least you agree with. Note that if you are on a mobile device you may need to side scroll to rank an item 4 or 5. [Higher property values]","What do you see as values the school district provides?  Rank each item on a 1-5 scale, 5 being the one you most agree with and 1 being the least you agree with. Note that if you are on a mobile device you may need to side scroll to rank an item 4 or 5. [Excellent staff and teachers]","What do you believe are the biggest challenges facing the school district? Rank each item on a 1-5 scale, 5 being the biggest challenge with and 1 being the least challenge. Note that if you are on a mobile device you may need to side scroll to rank an item 4 or 5. [Giving students a quality education]","What do you believe are the biggest challenges facing the school district? Rank each item on a 1-5 scale, 5 being the biggest challenge with and 1 being the least challenge. Note that if you are on a mobile device you may need to side scroll to rank an item 4 or 5. [Career preparation]","What do you believe are the biggest challenges facing the school district? Rank each item on a 1-5 scale, 5 being the biggest challenge with and 1 being the least challenge. Note that if you are on a mobile device you may need to side scroll to rank an item 4 or 5. [Facilities in poor condition]","What do you believe are the biggest challenges facing the school district? Rank each item on a 1-5 scale, 5 being the biggest challenge with and 1 being the least challenge. Note that if you are on a mobile device you may need to side scroll to rank an item 4 or 5. [Lack of extracurricular activities]","What do you believe are the biggest challenges facing the school district? Rank each item on a 1-5 scale, 5 being the biggest challenge with and 1 being the least challenge. Note that if you are on a mobile device you may need to side scroll to rank an item 4 or 5. [Being a poor representation of the community]","What do you believe are the biggest challenges facing the school district? Rank each item on a 1-5 scale, 5 being the biggest challenge with and 1 being the least challenge. Note that if you are on a mobile device you may need to side scroll to rank an item 4 or 5. [Teachers and staff]","What do you believe are the biggest challenges facing the school district? Rank each item on a 1-5 scale, 5 being the biggest challenge with and 1 being the least challenge. Note that if you are on a mobile device you may need to side scroll to rank an item 4 or 5. [Administration and School Board]","What do you believe are the biggest challenges facing the school district? Rank each item on a 1-5 scale, 5 being the biggest challenge with and 1 being the least challenge. Note that if you are on a mobile device you may need to side scroll to rank an item 4 or 5. [High taxes for residents]","What do you believe are the biggest challenges facing the school district? Rank each item on a 1-5 scale, 5 being the biggest challenge with and 1 being the least challenge. Note that if you are on a mobile device you may need to side scroll to rank an item 4 or 5. [Communication]",What are the primary ways you get information and form opinions on the school district? Check all that apply.,Are you aware of the school district having a website?,Are you aware of the school district having a strategic plan?,"Rank from 1-5 in each area below on in the leadership of the school district ( superintendent, treasurer, school board ), with 1 being the lowest ranking and 5 being the highest ranking. Note that if you are on a mobile device you may need to side scroll to rank an item 4 or 5. [Transparency]","Rank from 1-5 in each area below on in the leadership of the school district ( superintendent, treasurer, school board ), with 1 being the lowest ranking and 5 being the highest ranking. Note that if you are on a mobile device you may need to side scroll to rank an item 4 or 5. [Fiscal management]","Rank from 1-5 in each area below on in the leadership of the school district ( superintendent, treasurer, school board ), with 1 being the lowest ranking and 5 being the highest ranking. Note that if you are on a mobile device you may need to side scroll to rank an item 4 or 5. [Facilities management]","Rank from 1-5 in each area below on in the leadership of the school district ( superintendent, treasurer, school board ), with 1 being the lowest ranking and 5 being the highest ranking. Note that if you are on a mobile device you may need to side scroll to rank an item 4 or 5. [Staff hiring and retention]","Rank from 1-5 in each area below on in the leadership of the school district ( superintendent, treasurer, school board ), with 1 being the lowest ranking and 5 being the highest ranking. Note that if you are on a mobile device you may need to side scroll to rank an item 4 or 5. [Communication with parents]","Rank from 1-5 in each area below on in the leadership of the school district ( superintendent, treasurer, school board ), with 1 being the lowest ranking and 5 being the highest ranking. Note that if you are on a mobile device you may need to side scroll to rank an item 4 or 5. [Communication with district residents]","Rank from 1-5 in each area below on in the leadership of the school district ( superintendent, treasurer, school board ), with 1 being the lowest ranking and 5 being the highest ranking. Note that if you are on a mobile device you may need to side scroll to rank an item 4 or 5. [Educational excellence]",Decommission Hazel Harvey School and build an addition to the existing Chippewa Intermediate to house Grades K-2 ( including preschool programs ),"Move all school buildings onto the current Chippewa Jr/Sr High School site, purchasing additional property as needed.","Transition to having athletic programs sanctioned by the school district be self-sustaining, meaning any costs outside of salaries should be covered by revenues generated by those programs","Replacing all of the district's current athletic facilities with new, modern facilities.",What other feedback would you like to share about the community?,What other feedback would you like to share about the school district?,What is your employment status?,What form of taxation for school funding do you prefer
35-45,Village,Own,No,No,No,Female,3,5 (Highest),4,4,5 (Highest),5 (Highest),1 (Lowest),3,5 (Highest),4,2,1 (Lowest),5 (Highest),4,4,5 (Highest),2,Yes,Loyalty to the community ,4,3,5 (Most),4,5 (Most),3,5 (Most),2,2,5 (Biggest),2,,2,5 (Biggest),1 (Least),5 (Biggest),"Neighbors/Friends, School Facebook, Community Facebook",No,No,1 (Lowest),1 (Lowest),1 (Lowest),3,3,1 (Lowest),3,5 (Most),2,2,3,Communication needs to be improved ,Communication needs to be improved ,Employed for wages,Earned Income Tax (SDI)
65+,Village,Own,Yes,Yes,No,Female,4,1 (Lowest),3,1 (Lowest),5 (Highest),3,1 (Lowest),4,2,5 (Highest),3,1 (Lowest),3,4,4,4,4,Yes,I think leadership makes good decisions ,4,4,4,4,4,4,4,2,2,5 (Biggest),2,,2,4,3,4,"Neighbors/Friends, Community Facebook",Yes,No,2,3,3,4,2,2,4,5 (Most),2,5 (Most),3,We need better communication ,Overall I feel it is an excellent school system ,Retired,Property Tax (millage)
35-45,Township,Own,Yes,Yes,Yes,Male,5 (Highest),1 (Lowest),1 (Lowest),3,1 (Lowest),1 (Lowest),5 (Highest),1 (Lowest),1 (Lowest),3,3,2,4,2,3,3,3,No,No,5 (Most),5 (Most),3,3,3,3,5 (Most),3,3,4,3,,2,4,4,5 (Biggest),"Neighbors/Friends, School Facebook, Final Forms/Email communication",Yes,No,3,2,2,4,3,3,5 (Highest),5 (Most),1 (Least),3,1 (Least),None,None,Employed for wages,Property Tax (millage)
65+,Township,Own,No,No,No,Female,1 (Lowest),1 (Lowest),2,1 (Lowest),5 (Highest),1 (Lowest),1 (Lowest),1 (Lowest),1 (Lowest),3,5 (Highest),1 (Lowest),3,1 (Lowest),2,2,2,Yes,No,5 (Most),4,1 (Least),3,3,2,5 (Most),5 (Biggest),4,1 (Least),1 (Least),,3,4,4,3,"School Facebook, Community Facebook",Yes,Yes,2,2,3,2,3,3,3,2,1 (Least),3,2,None ,None,Employed for wages,Earned Income Tax (SDI)
35-45,Township,Own,Yes,No,No,Female,4,2,2,3,4,3,4,3,3,4,5 (Highest),2,5 (Highest),4,2,1 (Lowest),2,No,"Our township is reluctant to allow new businesses to move in, and the school district leadership pushes non-sensical spending while trying to promote “transparency” (turf field, digital wall-of-fame)",4,4,4,4,4,4,4,3,3,4,3,,3,5 (Biggest),4,5 (Biggest),"Neighbors/Friends, School Facebook, Community Facebook, School website, Final Forms/Email communication",Yes,Yes,1 (Lowest),2,1 (Lowest),3,3,2,3,2,1 (Least),4,1 (Least),N/a,"Our buildings appear in disarray- not mowed, landscaped, maintained; we are admin heavy, our admin receive higher raises while they cut staffing and offer lesser raises to teachers",Employed for wages,Property Tax (millage)
55-65,Township,Own,No,Yes,No,Female,4,1 (Lowest),5 (Highest),1 (Lowest),5 (Highest),3,1 (Lowest),1 (Lowest),1 (Lowest),3,3,1 (Lowest),4,1 (Lowest),4,4,2,No,Few businesses; school leadership not trusted,5 (Most),4,4,4,2,3,4,4,2,5 (Biggest),1 (Least),,1 (Least),5 (Biggest),3,5 (Biggest),"Neighbors/Friends, Newspaper ( Daily Record ), Community Facebook, School website",Yes,No,1 (Lowest),2,3,3,3,2,4,2,1 (Least),4,1 (Least),No new rentals or trailer parks.,Education first.,Employed for wages,Earned Income Tax (SDI)
25-35,Township,Own,Yes,Yes,No,Female,3,5 (Highest),4,1 (Lowest),5 (Highest),1 (Lowest),1 (Lowest),1 (Lowest),1 (Lowest),3,1 (Lowest),1 (Lowest),5 (Highest),3,3,3,1 (Lowest),No,When it comes to the school district I believe we need a completely new school board and Superintendent. ,4,3,4,4,4,3,4,4,4,5 (Biggest),3,,3,5 (Biggest),4,5 (Biggest),"Community Facebook, Final Forms/Email communication",Yes,Yes,2,1 (Lowest),1 (Lowest),3,2,2,4,3,2,4,1 (Least),Money should have been put into our school buildings before anyone touched that football field. ,None. ,A homemaker,Property Tax (millage)
45-55,Village,Own,No,Yes,No,Male,4,1 (Lowest),4,1 (Lowest),5 (Highest),1 (Lowest),1 (Lowest),4,1 (Lowest),4,1 (Lowest),1 (Lowest),1 (Lowest),5 (Highest),3,4,2,Yes,I think with the village looking to be a charter is setting the future. Our school system is facing the same as everyone else in the state a broken system relying to much on the back of the taxpayers. School systems and state need to work on figuring this out ,5 (Most),4,3,3,5 (Most),3,5 (Most),2,4,3,2,,2,5 (Biggest),5 (Biggest),5 (Biggest),"Neighbors/Friends, School Facebook, Community Facebook, Rely on past experiences/history",Yes,No,1 (Lowest),2,3,5 (Highest),5 (Highest),2,5 (Highest),5 (Most),5 (Most),3,3,"Small town, safe, look out for each other community",Be more open,Employed for wages,Property Tax (millage)
35-45,Township,Rent,Yes,Yes,Yes,Male,2,4,4,1 (Lowest),2,4,1 (Lowest),1 (Lowest),4,5 (Highest),3,2,5 (Highest),5 (Highest),3,2,4,No,"The Village and Township resistance to “outsiders” is incredibly high (fear of trying something new).  The lack of ability to get businesses to build out at 585 and Gates St. or anywhere else inside the corporate limits is laughable. The sheer inability of the school administration to recognize they are letting these kids down by poor/ lazy teachers educating our kids to take tests and not prepping them for life. Residents are so backwards in their logic, fighting for small town vibe with a big heart; however most of the other towns don’t try to charge exorbitant rents to make profits off property when you’re trying to keep business flourishing (example - the Doylestown Deli, Grocery Convenience store). Poor athletic facilities for school and poor city park systems. From all that bad I can say that all the youth organizations from Football, Baseball, Basketball, and Soccer keep these kids here and keep them excited to be a chipp.   ",3,2,2,2,4,3,1 (Least),5 (Biggest),3,5 (Biggest),3,,4,2,2,4,"Neighbors/Friends, School Facebook, Community Facebook, School website",Yes,Yes,2,4,5 (Highest),3,5 (Highest),3,3,5 (Most),5 (Most),4,5 (Most),Residents need to get into the 21st century and wake up!!  These kids and facilities have been dilapidated for years and need to be either torn down and rebuilt on the current Jr/Sr HS location or at minimum CIS needs a rehabilitation to bring to current standards of needs.  ,"Need to make a community center and rec center complex with a football stadium that can park and house events for anything from Football, Soccer, Track events to playoff games and a community sponsored wellness center for adults/ families to use and work out in. ",Employed for wages,Earned Income Tax (SDI)
35-45,Village,Own,No,No,No,Male,2,1 (Lowest),5 (Highest),1 (Lowest),5 (Highest),4,3,3,1 (Lowest),3,2,1 (Lowest),5 (Highest),5 (Highest),5 (Highest),5 (Highest),4,Yes,No,4,4,4,5 (Most),5 (Most),5 (Most),5 (Most),5 (Biggest),5 (Biggest),4,2,,3,1 (Least),5 (Biggest),3,"Neighbors/Friends, School Facebook, Community Facebook, Twitter",Yes,No,3,3,4,3,3,3,4,5 (Most),2,1 (Least),2,None,None,Employed for wages,Earned Income Tax (SDI)
55-65,Township,Own,No,Yes,No,Female,3,1 (Lowest),4,4,5 (Highest),4,1 (Lowest),2,3,3,3,2,4,3,3,3,3,Yes,I feel there are opportunities to be had for small businesses.  The Coffee House is a good example ,4,4,4,4,4,4,4,2,3,2,2,,2,2,5 (Biggest),3,"Newspaper ( Daily Record ), Newspaper ( The Post ), Community Facebook, Rely on past experiences/history",Yes,Yes,3,3,3,3,3,4,3,1 (Least),1 (Least),1 (Least),1 (Least),People can’t afford more taxes in any form ,Education is fine but fancy buildings aren’t necessary,Retired,Earned Income Tax (SDI)
18-25,Township,Own,Yes,Yes,Yes,Female,2,4,1 (Lowest),1 (Lowest),1 (Lowest),4,1 (Lowest),1 (Lowest),5 (Highest),2,4,1 (Lowest),5 (Highest),1 (Lowest),5 (Highest),4,3,No,There’s not enough resources. Such as businesses ,4,4,3,3,5 (Most),5 (Most),5 (Most),2,1 (Least),1 (Least),2,,1 (Least),3,5 (Biggest),5 (Biggest),Final Forms/Email communication,Yes,No,2,3,2,1 (Lowest),1 (Lowest),1 (Lowest),3,5 (Most),1 (Least),3,5 (Most),N/a,As a student who just graduated. Chippewa isn’t all it’s cracked up to be. There are better options out there,A student,Earned Income Tax (SDI)
45-55,Village,Own,Yes,Yes,No,Female,3,4,3,1 (Lowest),2,1 (Lowest),2,2,5 (Highest),3,2,2,5 (Highest),3,3,3,3,Yes,Na,4,4,4,4,3,4,4,1 (Least),1 (Least),4,1 (Least),,1 (Least),3,2,4,"Newspaper ( Daily Record ), School Facebook, Community Facebook, School website, Final Forms/Email communication",Yes,Yes,3,3,2,3,4,3,4,5 (Most),3,1 (Least),4,Na,Na,Employed for wages,Property Tax (millage)
55-65,Township,Own,No,Yes,No,Female,5 (Highest),3,5 (Highest),5 (Highest),5 (Highest),5 (Highest),1 (Lowest),5 (Highest),4,1 (Lowest),2,1 (Lowest),5 (Highest),3,3,3,4,No,Need more businesses in town with support for those business. Such businesses need to fit a small town. This is a challenge. Schools are great. Need to tell people why they are great. ,5 (Most),5 (Most),5 (Most),5 (Most),5 (Most),5 (Most),5 (Most),1 (Least),1 (Least),1 (Least),1 (Least),,1 (Least),3,1 (Least),5 (Biggest),"Neighbors/Friends, Newspaper ( Daily Record ), School Facebook, Community Facebook, School website, Final Forms/Email communication, Rely on past experiences/history",Yes,Yes,1 (Lowest),4,4,4,3,1 (Lowest),5 (Highest),1 (Least),1 (Least),3,1 (Least),No. Thank you,"I fully support the schools. I feel you need to leave the buildings alone for now. It was a hard earned, much needed win to get the new school. It was barely open, as in open house day, and the board was already pushing to close HH and consolidate to CIS.  Such action might foster distrust. I know it’s hard to get info to the people when they won’t come or have their head in the sand. This survey is a good idea. ",Retired,Earned Income Tax (SDI)
65+,Township,Own,Yes,Yes,No,Female,4,1 (Lowest),1 (Lowest),1 (Lowest),3,1 (Lowest),1 (Lowest),1 (Lowest),2,2,2,3,3,2,1 (Lowest),1 (Lowest),1 (Lowest),No,Don't think teachers do their job properly to help students who need it,3,2,3,1 (Least),1 (Least),1 (Least),1 (Least),1 (Least),1 (Least),1 (Least),1 (Least),,1 (Least),1 (Least),1 (Least),1 (Least),"School Facebook, Community Facebook, School website",Yes,Yes,1 (Lowest),1 (Lowest),1 (Lowest),1 (Lowest),1 (Lowest),1 (Lowest),1 (Lowest),4,1 (Least),1 (Least),2,They are all very nosey,Need better teachers,Retired,Property Tax (millage)
65+,Township,Own,No,Yes,Yes,Prefer not to answer,1 (Lowest),1 (Lowest),1 (Lowest),1 (Lowest),1 (Lowest),1 (Lowest),1 (Lowest),1 (Lowest),5 (Highest),4,3,1 (Lowest),4,2,4,4,1 (Lowest),Yes,I think this is a dumb question and I am annoyed that I can’t skip it. For the inventor of this survey,4,4,4,4,4,3,5 (Most),5 (Biggest),4,4,1 (Least),,5 (Biggest),3,3,3,"Neighbors/Friends, Newspaper ( The Post ), School Facebook, Community Facebook",Yes,Yes,1 (Lowest),1 (Lowest),2,1 (Lowest),2,2,2,4,5 (Most),5 (Most),1 (Least),I think it was really dumb to have two levies on the ballot at the same time. My recollection is that this community has never past two at the same time. I have lived and voted her my whole life,I know the are financial struggles. I have attended only a couple of board meetings but when I have it really feels like the board or administrating is more willing to talk than to listen,Retired,Earned Income Tax (SDI)
45-55,Township,Own,No,Yes,No,Male,2,1 (Lowest),3,1 (Lowest),3,1 (Lowest),1 (Lowest),2,3,3,1 (Lowest),3,3,2,2,2,1 (Lowest),No,Keep asking for more money,3,3,2,3,3,4,4,4,4,3,3,,3,3,5 (Biggest),4,"Neighbors/Friends, Newspaper ( Daily Record )",Yes,No,1 (Lowest),1 (Lowest),2,3,2,2,2,4,2,3,1 (Least),None,None,Employed for wages,Property Tax (millage)
45-55,Village,Own,Yes,Yes,No,Female,3,4,3,1 (Lowest),3,1 (Lowest),1 (Lowest),1 (Lowest),5 (Highest),3,2,1 (Lowest),4,3,3,1 (Lowest),2,No,Too much division. Lack of trust and all pushback on any change makes forward movement difficult. Need businesses to help bring in Tax revenue for schools and village,4,3,3,4,4,5 (Most),5 (Most),4,3,3,3,,2,5 (Biggest),2,5 (Biggest),"School Facebook, Community Facebook, Final Forms/Email communication",Yes,Yes,2,2,2,4,1 (Lowest),1 (Lowest),4,4,2,1 (Least),2,This town needs more sources for generating tax income. “It’s how we’ve always done” it has lead to a stagnant town.,"Too much emphasis and administrative support is placed on sports. Music and drama programs get zero support from HS administration and staff. 2 Board members show support. Superintendent never shows up. Those kids work just as hard as the athletes. 

CCP options are strong in Chippewa. Questionable spending practices —again probably from a poor communication stream. It always appears that “looking good” is all that matters —before academics, school safety, etc. 

Teachers work hard; Todd Osborn hardly works. He is non-existent after school hours.",Employed for wages,Property Tax (millage)
45-55,Township,Own,Yes,Yes,No,Male,1 (Lowest),1 (Lowest),3,1 (Lowest),5 (Highest),1 (Lowest),3,1 (Lowest),3,4,4,1 (Lowest),5 (Highest),3,2,2,1 (Lowest),No,no future thinking.  good old boys.  who you know is everything.,3,3,2,1 (Least),2,4,2,3,4,3,4,,2,5 (Biggest),5 (Biggest),5 (Biggest),"School Facebook, Final Forms/Email communication, Rely on past experiences/history",Yes,Yes,2,2,1 (Lowest),1 (Lowest),1 (Lowest),1 (Lowest),2,4,2,5 (Most),1 (Least),paying a superintendent who does nothing is a total waste.  why not combine with other small districts like Rittman but keep athletics separate to cut costs and reinvest in teachers and students money saved on superintendents/treasurer/admin etc that do little,all superintendent does is want to spend to make himself look good.  covers up for staff that do little like hughes.  wants to waste money on new office at HS.  SPEND SPEND SPEND with nothing to show and is never visible in community or schools like Principles of CIS and HS,Employed for wages,Earned Income Tax (SDI)
35-45,Township,Own,No,Yes,No,Female,5 (Highest),1 (Lowest),3,1 (Lowest),5 (Highest),1 (Lowest),1 (Lowest),2,4,3,2,2,4,4,3,3,3,Yes,No,4,4,3,4,4,1 (Least),5 (Most),2,3,3,2,,2,4,4,3,"School Facebook, School website, Final Forms/Email communication, Rely on past experiences/history",Yes,Yes,4,2,3,2,3,2,4,3,2,4,1 (Least),None,None,Unable to work,Earned Income Tax (SDI)
35-45,Village,Own,Yes,Yes,Yes,Female,3,5 (Highest),1 (Lowest),5 (Highest),3,4,4,1 (Lowest),3,3,4,2,5 (Highest),4,4,3,1 (Lowest),Yes,People love the community and will continue to live here. ,4,3,4,4,4,2,4,2,4,3,2,,2,5 (Biggest),5 (Biggest),4,"Neighbors/Friends, School Facebook, Community Facebook, Rely on past experiences/history",Yes,No,1 (Lowest),1 (Lowest),3,3,3,2,4,2,1 (Least),2,1 (Least),The community is overall friendly and passionate about the schools. ,I feel that the school district has mismanaged money as of late. I feel as though the income tax that had been passed did not follow through with the promises that were made as my property taxes increased at the same time and should not have. The new high school was not built large enough to handle what is needed. ,Employed for wages,Property Tax (millage)
25-35,Township,Own,Yes,No,No,Male,5 (Highest),1 (Lowest),5 (Highest),3,5 (Highest),1 (Lowest),1 (Lowest),5 (Highest),1 (Lowest),1 (Lowest),1 (Lowest),1 (Lowest),1 (Lowest),1 (Lowest),5 (Highest),5 (Highest),5 (Highest),Yes,"Doylestown is running very efficient and they do not stray away from what works. A lot of small towns like this have made the decision to become a “city” rather than stay a township and it’s done nothing but drive people out. 
I think the leadership and the standards are very well upheld here in doylestown. I’m proud to be a Chipp. And I’m proud to be residing here.",5 (Most),5 (Most),5 (Most),5 (Most),5 (Most),1 (Least),5 (Most),1 (Least),1 (Least),3,1 (Least),,1 (Least),1 (Least),2,1 (Least),"Neighbors/Friends, School Facebook, School website, Final Forms/Email communication",Yes,Yes,5 (Highest),5 (Highest),5 (Highest),5 (Highest),5 (Highest),5 (Highest),5 (Highest),5 (Most),5 (Most),3,4,Fantastic place to live and raise children ,The schools are very accommodating and the staff truly cares about your child. ,Employed for wages,Property Tax (millage)
35-45,Village,Own,Yes,Yes,No,Male,5 (Highest),3,3,3,2,2,1 (Lowest),1 (Lowest),2,5 (Highest),2,2,5 (Highest),5 (Highest),1 (Lowest),1 (Lowest),1 (Lowest),No,City leadership is complacent and does not have growth mindset or future vision.,5 (Most),5 (Most),4,4,3,3,3,5 (Biggest),5 (Biggest),5 (Biggest),4,,5 (Biggest),5 (Biggest),4,4,"School Facebook, Community Facebook, School website, Final Forms/Email communication",Yes,No,1 (Lowest),1 (Lowest),1 (Lowest),1 (Lowest),1 (Lowest),1 (Lowest),3,4,3,1 (Least),4,Enjoy living here and would like to continue but feel city leaders are holding Doylestown back and not focusing on building or supporting downtown business and expanding tax base to help lower personal tax,From what I can tell major overhaul needs to happen as community lacks trust in current board members and previous financial decision. Since my child is in elementary school have seen hazel harvey and the disrepair and we need to have top notch facilities to encourage young professional families to move here.,Employed for wages,Property Tax (millage)
45-55,Township,Own,Yes,Yes,Yes,Female,1 (Lowest),3,2,2,2,1 (Lowest),1 (Lowest),1 (Lowest),1 (Lowest),1 (Lowest),1 (Lowest),1 (Lowest),1 (Lowest),1 (Lowest),3,3,1 (Lowest),No,We have allowed the residential community to outgrow the morals of the original community,3,3,1 (Least),3,1 (Least),3,3,3,3,2,3,,3,1 (Least),1 (Least),1 (Least),"School Facebook, Community Facebook, From kids and personally interacting and observing",Yes,Yes,3,2,2,3,2,2,3,1 (Least),1 (Least),1 (Least),1 (Least),Bullying is a huge issue,The disbursement of technology needs to match those of our neighboring communities,Employed for wages,Earned Income Tax (SDI)
35-45,Township,Own,Yes,Yes,No,Female,4,5 (Highest),1 (Lowest),1 (Lowest),5 (Highest),5 (Highest),2,1 (Lowest),4,3,5 (Highest),2,1 (Lowest),1 (Lowest),3,3,3,No,N/A,4,3,2,3,3,4,5 (Most),3,4,5 (Biggest),4,,2,3,5 (Biggest),5 (Biggest),"Neighbors/Friends, Newspaper ( Daily Record ), Newspaper ( The Post ), School Facebook, Community Facebook, School website, Final Forms/Email communication",Yes,No,2,1 (Lowest),2,2,1 (Lowest),1 (Lowest),3,1 (Least),4,4,5 (Most),N/A,N/A,Employed for wages,Earned Income Tax (SDI)
45-55,Village,Own,No,No,No,Female,1 (Lowest),1 (Lowest),3,1 (Lowest),4,1 (Lowest),1 (Lowest),1 (Lowest),3,3,3,3,3,3,2,2,1 (Lowest),No,"This town is not what it used to be when I moved to it in the late 90s. The Mayor lies, just like any other politician. The school should NOT have football/track field in park area, but down where the HS school is. The traffic/noise is horrible from it being where it is. Downtown businesses (food) are vague, expensive and forces people to go to Wadsworth or Norton for anything decent.",3,3,3,3,3,2,3,3,3,3,3,,3,3,5 (Biggest),3,"Neighbors/Friends, Newspaper ( The Post ), Community Facebook",Yes,No,3,3,3,3,3,3,3,3,5 (Most),4,4,For the most part Doylestown is a good place to live and raise children. It feels safe and people are friendly...for the most part.,"Truly needs to move track/football field away from residential area in town/park. Keep it with the school buildings that have adequate parking/ room. Keep the traffic/noise away from residents who would like to open their windows, enjoy the birds/nature in the evenings; and not have to hear megaphone, bright lights, car horns, and game music!!",Employed for wages,Earned Income Tax (SDI)
65+,Township,Own,No,Yes,No,Female,4,4,3,1 (Lowest),4,4,1 (Lowest),1 (Lowest),2,1 (Lowest),2,1 (Lowest),4,1 (Lowest),4,4,4,Yes,Depending on how the governing bodies currently in place Doylestown can/is a wonderful place to live.  All of our children have decided this is where they want to raise their children.,4,4,4,4,4,4,4,3,3,4,1 (Least),,1 (Least),1 (Least),3,3,"School Facebook, Community Facebook, School website",Yes,Yes,2,4,3,5 (Highest),5 (Highest),5 (Highest),5 (Highest),2,4,1 (Least),1 (Least),Doylestown is small town America at its finest!  Let’s keep it that way by making sure our future and that of the children growing up here is one that keeps our community a small town with a large mindset ,Our school buildings i.e. Hazel Harvey/ Intermediate School cannot continue to function without some changes - Hazel Harvey looks good  but it’s worn out - and the Intermediate building has issues also.  Good decisions need to be made with that in mind.  ,Retired,Earned Income Tax (SDI)
